"","Account","Type","Date","Num","Name","Memo","Split","Debit","Credit","Balance"
"3209","Revenue","Invoice","2018-05-19","71063","Godwin Lighting Depot:Store #404","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",NA,113.4,-127216.35
"3210","Revenue","Invoice","2018-05-19","71063","Godwin Lighting Depot:Store #404","Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)","Accounts Receivable",NA,337.5,-127553.85
"3211","Revenue","Invoice","2018-05-19","71063","Godwin Lighting Depot:Store #404","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",NA,540,-128093.85
"3212","Revenue","Invoice","2018-05-19","71063","Godwin Lighting Depot:Store #404","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",NA,405,-128498.85
"3213","Revenue","Invoice","2018-05-19","71063","Godwin Lighting Depot:Store #404","Broadway Collection, Polished Chrome, 4 Light (60 watt max)","Accounts Receivable",NA,126.9,-128625.75
"3214","Revenue","Invoice","2018-05-19","71063","Godwin Lighting Depot:Store #404","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",NA,9.9,-128635.65
"3215","Revenue","Invoice","2018-05-19","71063","Godwin Lighting Depot:Store #404","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,19.8,-128655.45
"3216","Revenue","Invoice","2018-05-19","71063","Godwin Lighting Depot:Store #404","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,40.95,-128696.4
"3217","Revenue","Invoice","2018-05-19","71063","Godwin Lighting Depot:Store #404","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",NA,13.5,-128709.9
"3218","Revenue","Invoice","2018-05-19","71063","Godwin Lighting Depot:Store #404","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",NA,81,-128790.9
"3219","Revenue","Invoice","2018-05-22","71127","Kern Lighting Warehouse:Store #34","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",NA,6750,-135540.9
"3220","Revenue","Invoice","2018-05-22","71127","Kern Lighting Warehouse:Store #34","Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser","Accounts Receivable",NA,1700,-137240.9
"3221","Revenue","Invoice","2018-05-22","71127","Kern Lighting Warehouse:Store #34","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",NA,306,-137546.9
"3222","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",NA,367.2,-137914.1
"3223","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",NA,243,-138157.1
"3224","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",NA,342,-138499.1
"3225","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,126,-138625.1
"3226","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",NA,113.4,-138738.5
"3227","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",NA,270,-139008.5
"3228","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",NA,292.5,-139301
"3229","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",NA,22.5,-139323.5
"3230","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",NA,81,-139404.5
"3231","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Cand. Light, 20 watts (8 pack)","Accounts Receivable",NA,50.4,-139454.9
"3232","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",NA,13.5,-139468.4
"3233","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",NA,18,-139486.4
"3234","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",NA,4.95,-139491.35
"3235","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,19.8,-139511.15
"3236","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,46.8,-139557.95
"3237","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",NA,90,-139647.95
"3238","Revenue","Invoice","2018-05-24","71086","Cole Home Builders:Phase 1 - Lot 4","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",NA,86.4,-139734.35
"3239","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",NA,360,-140094.35
"3240","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Renaissance Collection, (100 watt max) Millstone Finish, One-light","Accounts Receivable",NA,324,-140418.35
"3241","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",NA,75.6,-140493.95
"3242","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",NA,129.6,-140623.55
"3243","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",NA,585,-141208.55
"3244","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",NA,99,-141307.55
"3245","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",NA,171,-141478.55
"3246","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,540,-142018.55
"3247","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",NA,90,-142108.55
"3248","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Cand. Light, 20 watts (8 pack)","Accounts Receivable",NA,75.6,-142184.15
"3249","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",NA,13.5,-142197.65
"3250","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",NA,43.2,-142240.85
"3251","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,19.8,-142260.65
"3252","Revenue","Invoice","2018-05-30","71069","Godwin Lighting Depot:Store #1020","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,52.65,-142313.3
"3253","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",NA,104.4,-142417.7
"3254","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,94.5,-142512.2
"3255","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",NA,270,-142782.2
"3256","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",NA,292.5,-143074.7
"3257","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",NA,183.6,-143258.3
"3258","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",NA,59.4,-143317.7
"3259","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",NA,81,-143398.7
"3260","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",NA,118.8,-143517.5
"3261","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",NA,86.4,-143603.9
"3262","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",NA,113.4,-143717.3
"3263","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,135,-143852.3
"3264","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",NA,13.5,-143865.8
"3265","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,49.5,-143915.3
"3266","Revenue","Invoice","2018-05-31","71083","Cole Home Builders:Phase 2 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,35.1,-143950.4
"3267","Revenue","Invoice","2018-06-05","71096","Miscellaneous - Retail:Anne Loomis","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",NA,680,-144630.4
"3268","Revenue","Invoice","2018-06-05","71096","Miscellaneous - Retail:Anne Loomis","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",NA,550,-145180.4
"3269","Revenue","Invoice","2018-06-05","71096","Miscellaneous - Retail:Anne Loomis","Colonial, Brushed Steel Finish, Opal White Glass (60 watt)","Accounts Receivable",NA,84,-145264.4
"3270","Revenue","Invoice","2018-06-05","71096","Miscellaneous - Retail:Anne Loomis","Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass","Accounts Receivable",NA,168,-145432.4
"3271","Revenue","Invoice","2018-06-05","71096","Miscellaneous - Retail:Anne Loomis","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",NA,126,-145558.4
"3272","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",NA,367.2,-145925.6
"3273","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",NA,243,-146168.6
"3274","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",NA,342,-146510.6
"3275","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,126,-146636.6
"3276","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",NA,113.4,-146750
"3277","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",NA,270,-147020
"3278","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",NA,292.5,-147312.5
"3279","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",NA,22.5,-147335
"3280","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",NA,81,-147416
"3281","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",NA,50.4,-147466.4
"3282","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",NA,13.5,-147479.9
"3283","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",NA,18,-147497.9
"3284","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",NA,4.95,-147502.85
"3285","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,19.8,-147522.65
"3286","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,46.8,-147569.45
"3287","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",NA,90,-147659.45
"3288","Revenue","Invoice","2018-06-07","71085","Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",NA,86.4,-147745.85
"3289","Revenue","Invoice","2018-06-10","71128","Kern Lighting Warehouse:Store #45","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",NA,4500,-152245.85
"3290","Revenue","Invoice","2018-06-10","71128","Kern Lighting Warehouse:Store #45","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,975,-153220.85
"3291","Revenue","Invoice","2018-06-10","71128","Kern Lighting Warehouse:Store #45","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",NA,1260,-154480.85
"3292","Revenue","Invoice","2018-06-10","71128","Kern Lighting Warehouse:Store #45","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,1400,-155880.85
"3293","Revenue","Invoice","2018-06-10","71128","Kern Lighting Warehouse:Store #45","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",NA,2100,-157980.85
"3294","Revenue","Invoice","2018-06-10","71128","Kern Lighting Warehouse:Store #45","Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass","Accounts Receivable",NA,840,-158820.85
"3295","Revenue","Invoice","2018-06-10","71128","Kern Lighting Warehouse:Store #45","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",NA,800,-159620.85
"3296","Revenue","Invoice","2018-06-10","71128","Kern Lighting Warehouse:Store #45","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",NA,120,-159740.85
"3297","Revenue","Invoice","2018-06-10","71128","Kern Lighting Warehouse:Store #45","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",NA,55,-159795.85
"3298","Revenue","Invoice","2018-06-10","71128","Kern Lighting Warehouse:Store #45","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",NA,2125,-161920.85
"3299","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",NA,360,-162280.85
"3300","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Renaissance Collection, (100 watt max) Millstone Finish, One-light","Accounts Receivable",NA,324,-162604.85
"3301","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",NA,75.6,-162680.45
"3302","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",NA,129.6,-162810.05
"3303","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",NA,585,-163395.05
"3304","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",NA,99,-163494.05
"3305","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",NA,171,-163665.05
"3306","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,540,-164205.05
"3307","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",NA,90,-164295.05
"3308","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Cand. Light, 20 watts (8 pack)","Accounts Receivable",NA,75.6,-164370.65
"3309","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",NA,13.5,-164384.15
"3310","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",NA,43.2,-164427.35
"3311","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,19.8,-164447.15
"3312","Revenue","Invoice","2018-06-11","71070","Godwin Lighting Depot:Store #303","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,52.65,-164499.8
"3313","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","Accounts Receivable",NA,288,-164787.8
"3314","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",NA,122.4,-164910.2
"3315","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,63,-164973.2
"3316","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",NA,129.6,-165102.8
"3317","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",NA,129.6,-165232.4
"3318","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",NA,45,-165277.4
"3319","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",NA,180,-165457.4
"3320","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",NA,198,-165655.4
"3321","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",NA,22.5,-165677.9
"3322","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,135,-165812.9
"3323","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",NA,292.5,-166105.4
"3324","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",NA,279,-166384.4
"3325","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",NA,75.6,-166460
"3326","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,19.8,-166479.8
"3327","Revenue","Invoice","2018-06-12","71080","Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,29.25,-166509.05
"3328","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",NA,104.4,-166613.45
"3329","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,94.5,-166707.95
"3330","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",NA,270,-166977.95
"3331","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",NA,292.5,-167270.45
"3332","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",NA,183.6,-167454.05
"3333","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",NA,59.4,-167513.45
"3334","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",NA,81,-167594.45
"3335","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",NA,118.8,-167713.25
"3336","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",NA,86.4,-167799.65
"3337","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",NA,113.4,-167913.05
"3338","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,135,-168048.05
"3339","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",NA,13.5,-168061.55
"3340","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,49.5,-168111.05
"3341","Revenue","Invoice","2018-06-12","71081","Cole Home Builders:Phase 2 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,35.1,-168146.15
"3342","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",NA,348,-168494.15
"3343","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",NA,272,-168766.15
"3344","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",NA,232,-168998.15
"3345","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",NA,88,-169086.15
"3346","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",NA,100,-169186.15
"3347","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",NA,300,-169486.15
"3348","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",NA,310,-169796.15
"3349","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",NA,340,-170136.15
"3350","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",NA,135,-170271.15
"3351","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",NA,125,-170396.15
"3352","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",NA,300,-170696.15
"3353","Revenue","Invoice","2018-06-12","71114","Thompson Lighting Stores:Store #30","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",NA,475,-171171.15
"3354","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",NA,104.4,-171275.55
"3355","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,94.5,-171370.05
"3356","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",NA,270,-171640.05
"3357","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",NA,292.5,-171932.55
